amplitude,period,wave
43,50,"[0, 5, 11, 16, 21, 25, 29, 33, 36, 39, 41, 42, 43, 43, 42, 41, 39, 36, 33, 29, 25, 21, 16, 11, 5, 0, -5, -11, -16, -21, -25, -29, -33, -36, -39, -41, -42, -43, -43, -42, -41, -39, -36, -33, -29, -25, -21, -16, -11, -5, 0, 5, 11, 16, 21, 25, 29, 33, 36, 39, 41, 42, 43, 43, 42, 41, 39, 36, 33, 29, 25, 21, 16, 11, 5, 0, -5, -11, -16, -21, -25, -29, -33, -36, -39, -41, -42, -43, -43, -42, -41, -39, -36, -33, -29, -25, -21, -16, -11, -5, 0, 5, 11, 16, 21, 25, 29, 33, 36, 39, 41, 42, 43, 43, 42, 41, 39, 36, 33, 29, 25, 21, 16, 11, 5, 0, -5, -11, -16, -21, -25, -29, -33, -36, -39, -41, -42, -43, -43, -42, -41, -39, -36, -33, -29, -25, -21, -16, -11, -5, 0, 5, 11, 16, 21, 25, 29, 33, 36, 39, 41, 42, 43, 43, 42, 41, 39, 36, 33, 29, 25, 21, 16, 11, 5, 0, -5, -11, -16, -21, -25, -29, -33, -36, -39, -41, -42, -43, -43, -42, -41, -39, -36, -33, -29, -25, -21, -16, -11, -5, 0, 5, 11, 16, 21, 25, 29, 33, 36, 39, 41, 42, 43, 43, 42, 41, 39, 36, 33, 29, 25, 21, 16, 11, 5, 0, -5, -11, -16, -21, -25, -29, -33, -36, -39, -41, -42, -43, -43, -42, -41, -39, -36, -33, -29, -25, -21, -16, -11, -5, 0, 5, 11, 16, 21, 25, 29, 33, 36, 39, 41, 42, 43, 43, 42, 41, 39, 36, 33, 29, 25, 21, 16, 11, 5, 0, -5, -11, -16, -21, -25, -29, -33, -36, -39, -41, -42, -43, -43, -42, -41, -39, -36, -33, -29, -25, -21, -16, -11, -5]"
39,41,"[0, 6, 12, 17, 22, 27, 31, 34, 37, 38, 39, 39, 38, 36, 33, 29, 25, 20, 15, 9, 3, -3, -9, -15, -20, -25, -29, -33, -36, -38, -39, -39, -38, -37, -34, -31, -27, -22, -17, -12, -6, 0, 6, 12, 17, 22, 27, 31, 34, 37, 38, 39, 39, 38, 36, 33, 29, 25, 20, 15, 9, 3, -3, -9, -15, -20, -25, -29, -33, -36, -38, -39, -39, -38, -37, -34, -31, -27, -22, -17, -12, -6, 0, 6, 12, 17, 22, 27, 31, 34, 37, 38, 39, 39, 38, 36, 33, 29, 25, 20, 15, 9, 3, -3, -9, -15, -20, -25, -29, -33, -36, -38, -39, -39, -38, -37, -34, -31, -27, -22, -17, -12, -6, 0, 6, 12, 17, 22, 27, 31, 34, 37, 38, 39, 39, 38, 36, 33, 29, 25, 20, 15, 9, 3, -3, -9, -15, -20, -25, -29, -33, -36, -38, -39, -39, -38, -37, -34, -31, -27, -22, -17, -12, -6, 0, 6, 12, 17, 22, 27, 31, 34, 37, 38, 39, 39, 38, 36, 33, 29, 25, 20, 15, 9, 3, -3, -9, -15, -20, -25, -29, -33, -36, -38, -39, -39, -38, -37, -34, -31, -27, -22, -17, -12, -6, 0, 6, 12, 17, 22, 27, 31, 34, 37, 38, 39, 39, 38, 36, 33, 29, 25, 20, 15, 9, 3, -3, -9, -15, -20, -25, -29, -33, -36, -38, -39, -39, -38, -37, -34, -31, -27, -22, -17, -12, -6, 0, 6, 12, 17, 22, 27, 31, 34, 37, 38, 39, 39, 38, 36, 33, 29, 25, 20, 15, 9, 3, -3, -9, -15, -20, -25, -29, -33, -36, -38, -39, -39, -38, -37, -34, -31, -27, -22, -17, -12, -6, 0, 6, 12, 17, 22, 27, 31, 34, 37, 38, 39, 39, 38]"
43,67,"[0, 4, 8, 12, 16, 19, 23, 26, 29, 32, 35, 37, 39, 40, 42, 42, 43, 43, 43, 42, 41, 40, 38, 36, 33, 31, 28, 25, 21, 18, 14, 10, 6, 2, -2, -6, -10, -14, -18, -21, -25, -28, -31, -33, -36, -38, -40, -41, -42, -43, -43, -43, -42, -42, -40, -39, -37, -35, -32, -29, -26, -23, -19, -16, -12, -8, -4, 0, 4, 8, 12, 16, 19, 23, 26, 29, 32, 35, 37, 39, 40, 42, 42, 43, 43, 43, 42, 41, 40, 38, 36, 33, 31, 28, 25, 21, 18, 14, 10, 6, 2, -2, -6, -10, -14, -18, -21, -25, -28, -31, -33, -36, -38, -40, -41, -42, -43, -43, -43, -42, -42, -40, -39, -37, -35, -32, -29, -26, -23, -19, -16, -12, -8, -4, 0, 4, 8, 12, 16, 19, 23, 26, 29, 32, 35, 37, 39, 40, 42, 42, 43, 43, 43, 42, 41, 40, 38, 36, 33, 31, 28, 25, 21, 18, 14, 10, 6, 2, -2, -6, -10, -14, -18, -21, -25, -28, -31, -33, -36, -38, -40, -41, -42, -43, -43, -43, -42, -42, -40, -39, -37, -35, -32, -29, -26, -23, -19, -16, -12, -8, -4, 0, 4, 8, 12, 16, 19, 23, 26, 29, 32, 35, 37, 39, 40, 42, 42, 43, 43, 43, 42, 41, 40, 38, 36, 33, 31, 28, 25, 21, 18, 14, 10, 6, 2, -2, -6, -10, -14, -18, -21, -25, -28, -31, -33, -36, -38, -40, -41, -42, -43, -43, -43, -42, -42, -40, -39, -37, -35, -32, -29, -26, -23, -19, -16, -12, -8, -4, 0, 4, 8, 12, 16, 19, 23, 26, 29, 32, 35, 37, 39, 40, 42, 42, 43, 43, 43, 42, 41, 40, 38, 36, 33, 31, 28, 25, 21, 18, 14, 10]"
21,65,"[0, 2, 4, 6, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20, 21, 21, 21, 21, 21, 20, 20, 19, 18, 17, 15, 14, 12, 11, 9, 7, 5, 3, 1, -1, -3, -5, -7, -9, -11, -12, -14, -15, -17, -18, -19, -20, -20, -21, -21, -21, -21, -21, -20, -19, -18, -17, -16, -15, -13, -12, -10, -8, -6, -4, -2, 0, 2, 4, 6, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20, 21, 21, 21, 21, 21, 20, 20, 19, 18, 17, 15, 14, 12, 11, 9, 7, 5, 3, 1, -1, -3, -5, -7, -9, -11, -12, -14, -15, -17, -18, -19, -20, -20, -21, -21, -21, -21, -21, -20, -19, -18, -17, -16, -15, -13, -12, -10, -8, -6, -4, -2, 0, 2, 4, 6, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20, 21, 21, 21, 21, 21, 20, 20, 19, 18, 17, 15, 14, 12, 11, 9, 7, 5, 3, 1, -1, -3, -5, -7, -9, -11, -12, -14, -15, -17, -18, -19, -20, -20, -21, -21, -21, -21, -21, -20, -19, -18, -17, -16, -15, -13, -12, -10, -8, -6, -4, -2, 0, 2, 4, 6, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20, 21, 21, 21, 21, 21, 20, 20, 19, 18, 17, 15, 14, 12, 11, 9, 7, 5, 3, 1, -1, -3, -5, -7, -9, -11, -12, -14, -15, -17, -18, -19, -20, -20, -21, -21, -21, -21, -21, -20, -19, -18, -17, -16, -15, -13, -12, -10, -8, -6, -4, -2, 0, 2, 4, 6, 8, 10, 12, 13, 15, 16, 17, 18, 19, 20, 21, 21, 21, 21, 21, 20, 20, 19, 18, 17, 15, 14, 12, 11, 9, 7, 5, 3, 1, -1, -3, -5, -7, -9, -11, -12]"
49,59,"[0, 5, 10, 15, 20, 25, 29, 33, 37, 40, 43, 45, 47, 48, 49, 49, 49, 48, 46, 44, 42, 39, 35, 31, 27, 23, 18, 13, 8, 3, -3, -8, -13, -18, -23, -27, -31, -35, -39, -42, -44, -46, -48, -49, -49, -49, -48, -47, -45, -43, -40, -37, -33, -29, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20, 25, 29, 33, 37, 40, 43, 45, 47, 48, 49, 49, 49, 48, 46, 44, 42, 39, 35, 31, 27, 23, 18, 13, 8, 3, -3, -8, -13, -18, -23, -27, -31, -35, -39, -42, -44, -46, -48, -49, -49, -49, -48, -47, -45, -43, -40, -37, -33, -29, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20, 25, 29, 33, 37, 40, 43, 45, 47, 48, 49, 49, 49, 48, 46, 44, 42, 39, 35, 31, 27, 23, 18, 13, 8, 3, -3, -8, -13, -18, -23, -27, -31, -35, -39, -42, -44, -46, -48, -49, -49, -49, -48, -47, -45, -43, -40, -37, -33, -29, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20, 25, 29, 33, 37, 40, 43, 45, 47, 48, 49, 49, 49, 48, 46, 44, 42, 39, 35, 31, 27, 23, 18, 13, 8, 3, -3, -8, -13, -18, -23, -27, -31, -35, -39, -42, -44, -46, -48, -49, -49, -49, -48, -47, -45, -43, -40, -37, -33, -29, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20, 25, 29, 33, 37, 40, 43, 45, 47, 48, 49, 49, 49, 48, 46, 44, 42, 39, 35, 31, 27, 23, 18, 13, 8, 3, -3, -8, -13, -18, -23, -27, -31, -35, -39, -42, -44, -46, -48, -49, -49, -49, -48, -47, -45, -43, -40, -37, -33, -29, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20]"
26,54,"[0, 3, 6, 9, 12, 14, 17, 19, 21, 23, 24, 25, 26, 26, 26, 26, 25, 24, 23, 21, 19, 17, 14, 12, 9, 6, 3, 0, -3, -6, -9, -12, -14, -17, -19, -21, -23, -24, -25, -26, -26, -26, -26, -25, -24, -23, -21, -19, -17, -14, -12, -9, -6, -3, 0, 3, 6, 9, 12, 14, 17, 19, 21, 23, 24, 25, 26, 26, 26, 26, 25, 24, 23, 21, 19, 17, 14, 12, 9, 6, 3, 0, -3, -6, -9, -12, -14, -17, -19, -21, -23, -24, -25, -26, -26, -26, -26, -25, -24, -23, -21, -19, -17, -14, -12, -9, -6, -3, 0, 3, 6, 9, 12, 14, 17, 19, 21, 23, 24, 25, 26, 26, 26, 26, 25, 24, 23, 21, 19, 17, 14, 12, 9, 6, 3, 0, -3, -6, -9, -12, -14, -17, -19, -21, -23, -24, -25, -26, -26, -26, -26, -25, -24, -23, -21, -19, -17, -14, -12, -9, -6, -3, 0, 3, 6, 9, 12, 14, 17, 19, 21, 23, 24, 25, 26, 26, 26, 26, 25, 24, 23, 21, 19, 17, 14, 12, 9, 6, 3, 0, -3, -6, -9, -12, -14, -17, -19, -21, -23, -24, -25, -26, -26, -26, -26, -25, -24, -23, -21, -19, -17, -14, -12, -9, -6, -3, 0, 3, 6, 9, 12, 14, 17, 19, 21, 23, 24, 25, 26, 26, 26, 26, 25, 24, 23, 21, 19, 17, 14, 12, 9, 6, 3, 0, -3, -6, -9, -12, -14, -17, -19, -21, -23, -24, -25, -26, -26, -26, -26, -25, -24, -23, -21, -19, -17, -14, -12, -9, -6, -3, 0, 3, 6, 9, 12, 14, 17, 19, 21, 23, 24, 25, 26, 26, 26, 26, 25, 24, 23, 21, 19, 17, 14, 12, 9, 6, 3, 0, -3, -6]"
56,65,"[0, 5, 11, 16, 21, 26, 31, 35, 39, 43, 46, 49, 51, 53, 55, 56, 56, 56, 55, 54, 52, 50, 48, 44, 41, 37, 33, 28, 24, 19, 13, 8, 3, -3, -8, -13, -19, -24, -28, -33, -37, -41, -44, -48, -50, -52, -54, -55, -56, -56, -56, -55, -53, -51, -49, -46, -43, -39, -35, -31, -26, -21, -16, -11, -5, 0, 5, 11, 16, 21, 26, 31, 35, 39, 43, 46, 49, 51, 53, 55, 56, 56, 56, 55, 54, 52, 50, 48, 44, 41, 37, 33, 28, 24, 19, 13, 8, 3, -3, -8, -13, -19, -24, -28, -33, -37, -41, -44, -48, -50, -52, -54, -55, -56, -56, -56, -55, -53, -51, -49, -46, -43, -39, -35, -31, -26, -21, -16, -11, -5, 0, 5, 11, 16, 21, 26, 31, 35, 39, 43, 46, 49, 51, 53, 55, 56, 56, 56, 55, 54, 52, 50, 48, 44, 41, 37, 33, 28, 24, 19, 13, 8, 3, -3, -8, -13, -19, -24, -28, -33, -37, -41, -44, -48, -50, -52, -54, -55, -56, -56, -56, -55, -53, -51, -49, -46, -43, -39, -35, -31, -26, -21, -16, -11, -5, 0, 5, 11, 16, 21, 26, 31, 35, 39, 43, 46, 49, 51, 53, 55, 56, 56, 56, 55, 54, 52, 50, 48, 44, 41, 37, 33, 28, 24, 19, 13, 8, 3, -3, -8, -13, -19, -24, -28, -33, -37, -41, -44, -48, -50, -52, -54, -55, -56, -56, -56, -55, -53, -51, -49, -46, -43, -39, -35, -31, -26, -21, -16, -11, -5, 0, 5, 11, 16, 21, 26, 31, 35, 39, 43, 46, 49, 51, 53, 55, 56, 56, 56, 55, 54, 52, 50, 48, 44, 41, 37, 33, 28, 24, 19, 13, 8, 3, -3, -8, -13, -19, -24, -28, -33]"
48,66,"[0, 5, 9, 14, 18, 22, 26, 30, 33, 36, 39, 42, 44, 45, 47, 48, 48, 48, 48, 47, 45, 44, 42, 39, 36, 33, 30, 26, 22, 18, 14, 9, 5, 0, -5, -9, -14, -18, -22, -26, -30, -33, -36, -39, -42, -44, -45, -47, -48, -48, -48, -48, -47, -45, -44, -42, -39, -36, -33, -30, -26, -22, -18, -14, -9, -5, 0, 5, 9, 14, 18, 22, 26, 30, 33, 36, 39, 42, 44, 45, 47, 48, 48, 48, 48, 47, 45, 44, 42, 39, 36, 33, 30, 26, 22, 18, 14, 9, 5, 0, -5, -9, -14, -18, -22, -26, -30, -33, -36, -39, -42, -44, -45, -47, -48, -48, -48, -48, -47, -45, -44, -42, -39, -36, -33, -30, -26, -22, -18, -14, -9, -5, 0, 5, 9, 14, 18, 22, 26, 30, 33, 36, 39, 42, 44, 45, 47, 48, 48, 48, 48, 47, 45, 44, 42, 39, 36, 33, 30, 26, 22, 18, 14, 9, 5, 0, -5, -9, -14, -18, -22, -26, -30, -33, -36, -39, -42, -44, -45, -47, -48, -48, -48, -48, -47, -45, -44, -42, -39, -36, -33, -30, -26, -22, -18, -14, -9, -5, 0, 5, 9, 14, 18, 22, 26, 30, 33, 36, 39, 42, 44, 45, 47, 48, 48, 48, 48, 47, 45, 44, 42, 39, 36, 33, 30, 26, 22, 18, 14, 9, 5, 0, -5, -9, -14, -18, -22, -26, -30, -33, -36, -39, -42, -44, -45, -47, -48, -48, -48, -48, -47, -45, -44, -42, -39, -36, -33, -30, -26, -22, -18, -14, -9, -5, 0, 5, 9, 14, 18, 22, 26, 30, 33, 36, 39, 42, 44, 45, 47, 48, 48, 48, 48, 47, 45, 44, 42, 39, 36, 33, 30, 26, 22, 18, 14, 9, 5, 0, -5, -9]"
48,69,"[0, 4, 9, 13, 17, 21, 25, 29, 32, 35, 38, 40, 43, 44, 46, 47, 48, 48, 48, 47, 47, 45, 44, 42, 39, 37, 34, 30, 27, 23, 19, 15, 11, 7, 2, -2, -7, -11, -15, -19, -23, -27, -30, -34, -37, -39, -42, -44, -45, -47, -47, -48, -48, -48, -47, -46, -44, -43, -40, -38, -35, -32, -29, -25, -21, -17, -13, -9, -4, 0, 4, 9, 13, 17, 21, 25, 29, 32, 35, 38, 40, 43, 44, 46, 47, 48, 48, 48, 47, 47, 45, 44, 42, 39, 37, 34, 30, 27, 23, 19, 15, 11, 7, 2, -2, -7, -11, -15, -19, -23, -27, -30, -34, -37, -39, -42, -44, -45, -47, -47, -48, -48, -48, -47, -46, -44, -43, -40, -38, -35, -32, -29, -25, -21, -17, -13, -9, -4, 0, 4, 9, 13, 17, 21, 25, 29, 32, 35, 38, 40, 43, 44, 46, 47, 48, 48, 48, 47, 47, 45, 44, 42, 39, 37, 34, 30, 27, 23, 19, 15, 11, 7, 2, -2, -7, -11, -15, -19, -23, -27, -30, -34, -37, -39, -42, -44, -45, -47, -47, -48, -48, -48, -47, -46, -44, -43, -40, -38, -35, -32, -29, -25, -21, -17, -13, -9, -4, 0, 4, 9, 13, 17, 21, 25, 29, 32, 35, 38, 40, 43, 44, 46, 47, 48, 48, 48, 47, 47, 45, 44, 42, 39, 37, 34, 30, 27, 23, 19, 15, 11, 7, 2, -2, -7, -11, -15, -19, -23, -27, -30, -34, -37, -39, -42, -44, -45, -47, -47, -48, -48, -48, -47, -46, -44, -43, -40, -38, -35, -32, -29, -25, -21, -17, -13, -9, -4, 0, 4, 9, 13, 17, 21, 25, 29, 32, 35, 38, 40, 43, 44, 46, 47, 48, 48, 48, 47, 47, 45, 44, 42]"
30,87,"[0, 2, 4, 6, 9, 11, 13, 15, 16, 18, 20, 21, 23, 24, 25, 27, 27, 28, 29, 29, 30, 30, 30, 30, 30, 29, 29, 28, 27, 26, 25, 24, 22, 21, 19, 17, 15, 14, 12, 10, 8, 5, 3, 1, -1, -3, -5, -8, -10, -12, -14, -15, -17, -19, -21, -22, -24, -25, -26, -27, -28, -29, -29, -30, -30, -30, -30, -30, -29, -29, -28, -27, -27, -25, -24, -23, -21, -20, -18, -16, -15, -13, -11, -9, -6, -4, -2, 0, 2, 4, 6, 9, 11, 13, 15, 16, 18, 20, 21, 23, 24, 25, 27, 27, 28, 29, 29, 30, 30, 30, 30, 30, 29, 29, 28, 27, 26, 25, 24, 22, 21, 19, 17, 15, 14, 12, 10, 8, 5, 3, 1, -1, -3, -5, -8, -10, -12, -14, -15, -17, -19, -21, -22, -24, -25, -26, -27, -28, -29, -29, -30, -30, -30, -30, -30, -29, -29, -28, -27, -27, -25, -24, -23, -21, -20, -18, -16, -15, -13, -11, -9, -6, -4, -2, 0, 2, 4, 6, 9, 11, 13, 15, 16, 18, 20, 21, 23, 24, 25, 27, 27, 28, 29, 29, 30, 30, 30, 30, 30, 29, 29, 28, 27, 26, 25, 24, 22, 21, 19, 17, 15, 14, 12, 10, 8, 5, 3, 1, -1, -3, -5, -8, -10, -12, -14, -15, -17, -19, -21, -22, -24, -25, -26, -27, -28, -29, -29, -30, -30, -30, -30, -30, -29, -29, -28, -27, -27, -25, -24, -23, -21, -20, -18, -16, -15, -13, -11, -9, -6, -4, -2, 0, 2, 4, 6, 9, 11, 13, 15, 16, 18, 20, 21, 23, 24, 25, 27, 27, 28, 29, 29, 30, 30, 30, 30, 30, 29, 29, 28, 27, 26, 25, 24, 22, 21, 19, 17, 15, 14, 12]"
62,77,"[0, 5, 10, 15, 20, 25, 29, 34, 38, 42, 45, 48, 51, 54, 56, 58, 60, 61, 62, 62, 62, 61, 60, 59, 57, 55, 53, 50, 47, 43, 40, 36, 31, 27, 22, 17, 13, 8, 3, -3, -8, -13, -17, -22, -27, -31, -36, -40, -43, -47, -50, -53, -55, -57, -59, -60, -61, -62, -62, -62, -61, -60, -58, -56, -54, -51, -48, -45, -42, -38, -34, -29, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20, 25, 29, 34, 38, 42, 45, 48, 51, 54, 56, 58, 60, 61, 62, 62, 62, 61, 60, 59, 57, 55, 53, 50, 47, 43, 40, 36, 31, 27, 22, 17, 13, 8, 3, -3, -8, -13, -17, -22, -27, -31, -36, -40, -43, -47, -50, -53, -55, -57, -59, -60, -61, -62, -62, -62, -61, -60, -58, -56, -54, -51, -48, -45, -42, -38, -34, -29, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20, 25, 29, 34, 38, 42, 45, 48, 51, 54, 56, 58, 60, 61, 62, 62, 62, 61, 60, 59, 57, 55, 53, 50, 47, 43, 40, 36, 31, 27, 22, 17, 13, 8, 3, -3, -8, -13, -17, -22, -27, -31, -36, -40, -43, -47, -50, -53, -55, -57, -59, -60, -61, -62, -62, -62, -61, -60, -58, -56, -54, -51, -48, -45, -42, -38, -34, -29, -25, -20, -15, -10, -5, 0, 5, 10, 15, 20, 25, 29, 34, 38, 42, 45, 48, 51, 54, 56, 58, 60, 61, 62, 62, 62, 61, 60, 59, 57, 55, 53, 50, 47, 43, 40, 36, 31, 27, 22, 17, 13, 8, 3, -3, -8, -13, -17, -22, -27, -31, -36, -40, -43, -47, -50, -53, -55, -57, -59, -60, -61, -62, -62, -62, -61, -60, -58, -56, -54, -51, -48, -45, -42]"
40,87,"[0, 3, 6, 9, 11, 14, 17, 19, 22, 24, 26, 29, 30, 32, 34, 35, 37, 38, 39, 39, 40, 40, 40, 40, 39, 39, 38, 37, 36, 35, 33, 31, 30, 28, 25, 23, 21, 18, 15, 13, 10, 7, 4, 1, -1, -4, -7, -10, -13, -15, -18, -21, -23, -25, -28, -30, -31, -33, -35, -36, -37, -38, -39, -39, -40, -40, -40, -40, -39, -39, -38, -37, -35, -34, -32, -30, -29, -26, -24, -22, -19, -17, -14, -11, -9, -6, -3, 0, 3, 6, 9, 11, 14, 17, 19, 22, 24, 26, 29, 30, 32, 34, 35, 37, 38, 39, 39, 40, 40, 40, 40, 39, 39, 38, 37, 36, 35, 33, 31, 30, 28, 25, 23, 21, 18, 15, 13, 10, 7, 4, 1, -1, -4, -7, -10, -13, -15, -18, -21, -23, -25, -28, -30, -31, -33, -35, -36, -37, -38, -39, -39, -40, -40, -40, -40, -39, -39, -38, -37, -35, -34, -32, -30, -29, -26, -24, -22, -19, -17, -14, -11, -9, -6, -3, 0, 3, 6, 9, 11, 14, 17, 19, 22, 24, 26, 29, 30, 32, 34, 35, 37, 38, 39, 39, 40, 40, 40, 40, 39, 39, 38, 37, 36, 35, 33, 31, 30, 28, 25, 23, 21, 18, 15, 13, 10, 7, 4, 1, -1, -4, -7, -10, -13, -15, -18, -21, -23, -25, -28, -30, -31, -33, -35, -36, -37, -38, -39, -39, -40, -40, -40, -40, -39, -39, -38, -37, -35, -34, -32, -30, -29, -26, -24, -22, -19, -17, -14, -11, -9, -6, -3, 0, 3, 6, 9, 11, 14, 17, 19, 22, 24, 26, 29, 30, 32, 34, 35, 37, 38, 39, 39, 40, 40, 40, 40, 39, 39, 38, 37, 36, 35, 33, 31, 30, 28, 25, 23, 21, 18, 15]"
37,80,"[0, 3, 6, 9, 11, 14, 17, 19, 22, 24, 26, 28, 30, 32, 33, 34, 35, 36, 37, 37, 37, 37, 37, 36, 35, 34, 33, 32, 30, 28, 26, 24, 22, 19, 17, 14, 11, 9, 6, 3, 0, -3, -6, -9, -11, -14, -17, -19, -22, -24, -26, -28, -30, -32, -33, -34, -35, -36, -37, -37, -37, -37, -37, -36, -35, -34, -33, -32, -30, -28, -26, -24, -22, -19, -17, -14, -11, -9, -6, -3, 0, 3, 6, 9, 11, 14, 17, 19, 22, 24, 26, 28, 30, 32, 33, 34, 35, 36, 37, 37, 37, 37, 37, 36, 35, 34, 33, 32, 30, 28, 26, 24, 22, 19, 17, 14, 11, 9, 6, 3, 0, -3, -6, -9, -11, -14, -17, -19, -22, -24, -26, -28, -30, -32, -33, -34, -35, -36, -37, -37, -37, -37, -37, -36, -35, -34, -33, -32, -30, -28, -26, -24, -22, -19, -17, -14, -11, -9, -6, -3, 0, 3, 6, 9, 11, 14, 17, 19, 22, 24, 26, 28, 30, 32, 33, 34, 35, 36, 37, 37, 37, 37, 37, 36, 35, 34, 33, 32, 30, 28, 26, 24, 22, 19, 17, 14, 11, 9, 6, 3, 0, -3, -6, -9, -11, -14, -17, -19, -22, -24, -26, -28, -30, -32, -33, -34, -35, -36, -37, -37, -37, -37, -37, -36, -35, -34, -33, -32, -30, -28, -26, -24, -22, -19, -17, -14, -11, -9, -6, -3, 0, 3, 6, 9, 11, 14, 17, 19, 22, 24, 26, 28, 30, 32, 33, 34, 35, 36, 37, 37, 37, 37, 37, 36, 35, 34, 33, 32, 30, 28, 26, 24, 22, 19, 17, 14, 11, 9, 6, 3, 0, -3, -6, -9, -11, -14, -17, -19, -22, -24, -26, -28, -30, -32, -33, -34, -35, -36, -37, -37]"
72,51,"[0, 9, 18, 26, 34, 42, 49, 55, 60, 64, 68, 70, 72, 72, 71, 69, 66, 62, 57, 52, 45, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -45, -52, -57, -62, -66, -69, -71, -72, -72, -70, -68, -64, -60, -55, -49, -42, -34, -26, -18, -9, 0, 9, 18, 26, 34, 42, 49, 55, 60, 64, 68, 70, 72, 72, 71, 69, 66, 62, 57, 52, 45, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -45, -52, -57, -62, -66, -69, -71, -72, -72, -70, -68, -64, -60, -55, -49, -42, -34, -26, -18, -9, 0, 9, 18, 26, 34, 42, 49, 55, 60, 64, 68, 70, 72, 72, 71, 69, 66, 62, 57, 52, 45, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -45, -52, -57, -62, -66, -69, -71, -72, -72, -70, -68, -64, -60, -55, -49, -42, -34, -26, -18, -9, 0, 9, 18, 26, 34, 42, 49, 55, 60, 64, 68, 70, 72, 72, 71, 69, 66, 62, 57, 52, 45, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -45, -52, -57, -62, -66, -69, -71, -72, -72, -70, -68, -64, -60, -55, -49, -42, -34, -26, -18, -9, 0, 9, 18, 26, 34, 42, 49, 55, 60, 64, 68, 70, 72, 72, 71, 69, 66, 62, 57, 52, 45, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -45, -52, -57, -62, -66, -69, -71, -72, -72, -70, -68, -64, -60, -55, -49, -42, -34, -26, -18, -9, 0, 9, 18, 26, 34, 42, 49, 55, 60, 64, 68, 70, 72, 72, 71, 69, 66, 62, 57, 52, 45, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -45, -52, -57, -62, -66, -69, -71, -72, -72, -70, -68, -64, -60, -55]"
49,78,"[0, 4, 8, 12, 16, 19, 23, 26, 29, 32, 35, 38, 40, 42, 44, 46, 47, 48, 49, 49, 49, 49, 48, 47, 46, 44, 42, 40, 38, 35, 32, 29, 26, 23, 19, 16, 12, 8, 4, 0, -4, -8, -12, -16, -19, -23, -26, -29, -32, -35, -38, -40, -42, -44, -46, -47, -48, -49, -49, -49, -49, -48, -47, -46, -44, -42, -40, -38, -35, -32, -29, -26, -23, -19, -16, -12, -8, -4, 0, 4, 8, 12, 16, 19, 23, 26, 29, 32, 35, 38, 40, 42, 44, 46, 47, 48, 49, 49, 49, 49, 48, 47, 46, 44, 42, 40, 38, 35, 32, 29, 26, 23, 19, 16, 12, 8, 4, 0, -4, -8, -12, -16, -19, -23, -26, -29, -32, -35, -38, -40, -42, -44, -46, -47, -48, -49, -49, -49, -49, -48, -47, -46, -44, -42, -40, -38, -35, -32, -29, -26, -23, -19, -16, -12, -8, -4, 0, 4, 8, 12, 16, 19, 23, 26, 29, 32, 35, 38, 40, 42, 44, 46, 47, 48, 49, 49, 49, 49, 48, 47, 46, 44, 42, 40, 38, 35, 32, 29, 26, 23, 19, 16, 12, 8, 4, 0, -4, -8, -12, -16, -19, -23, -26, -29, -32, -35, -38, -40, -42, -44, -46, -47, -48, -49, -49, -49, -49, -48, -47, -46, -44, -42, -40, -38, -35, -32, -29, -26, -23, -19, -16, -12, -8, -4, 0, 4, 8, 12, 16, 19, 23, 26, 29, 32, 35, 38, 40, 42, 44, 46, 47, 48, 49, 49, 49, 49, 48, 47, 46, 44, 42, 40, 38, 35, 32, 29, 26, 23, 19, 16, 12, 8, 4, 0, -4, -8, -12, -16, -19, -23, -26, -29, -32, -35, -38, -40, -42, -44, -46, -47, -48, -49, -49, -49, -49, -48, -47, -46, -44, -42]"
